Surname,Name,Patronymic,Gender,BirthDate,Position,City,Address,Phone,Email
Захарченко,Олег,Дмитрович,Male,1979-11-14,Гірник,селище Соледар,"набережна Карпатська, буд. 43, Путивль, 46171",048 344-23-31,violetta81@example.net
Назаренко,Лесь,Олегович,Male,1964-09-09,Нотаріус,селище Борзна,"сквер Кавунова, буд. 580 кв. 73, Новий Калинів, 36377",+380 (92) 012-48-06,izhakevycholha@example.com
Зінкевич,Пармен,Богданович,Male,1972-05-03,Кур'єр,селище Отаманівка,"вулиця Василя Кандинського 4-й, буд. 001, Сміла, 94434",+380 07 430 62 60,jzhuk@example.com
Червоненко,Станіслав,Ярославович,Male,1992-04-29,Живописець,хутір Прилуки,"сквер Іподромний, буд. 596 кв. 61, Герца, 52970",+380 57 823-31-75,andriishynamykhailyna@example.com
Юхименко,Веніямин,Максимович,Male,2004-03-22,Доцент,місто Пирятин,"провулок Траса Здоров'я, буд. 081 кв. 96, Львів, 99557",096 335-50-88,zinchukoleksa@example.org
Баштан,Семен,Григорович,Male,1994-10-09,Інженер,село Хирів,"вулиця Маячний, буд. 6, Хмельницький, 92077",+380 56 984-55-09,sisaienko@example.net
Комар,Яків,Васильович,Male,1947-01-14,Агроном,місто Хмельницький,"площа Студентський 4-й, буд. 6 кв. 4, Добромиль, 33537",+380 45 961-17-80,venedyktilienko@example.net
Самойленко,Теодор,Ярославович,Male,1954-02-28,Скульптор,село Сновськ,"шосе Бандурний, буд. 81 кв. 9, Помічна, 66023",+380 03 835-95-76,leonieremenko@example.com
Коваленко,Леонтій,Максимович,Male,1996-06-03,Підприємець,місто Глухів,"сквер Болгарська, буд. 4, Гола Пристань, 21179",+380 24 727-97-78,vashchenkoliudmyla@example.com
Бабко,Теодор,Юрійович,Male,1983-01-19,Сантехнік,селище Заводське,"узвіз Ялинкова, буд. 78, Узин, 35294",049 589 26 80,petrykkhrystyna@example.com
Сірченко,Захар,Юрійович,Male,1974-01-28,Секретар,місто Хмільник,"парк Рівності, буд. 8 кв. 0, Перечин, 44032",495-69-60,bohodar34@example.net
Затовканюк,Адам,Андрійович,Male,1956-05-28,Державний службовець,селище Верхівцеве,"провулок Скрипковий, буд. 65 кв. 8, Бобровиця, 87802",036 424-52-32,telychenkoiustyna@example.org
Безбородько,Хома,Романович,Male,1991-05-04,Продюсер,селище Покров,"проспект Хімічний 2-й, буд. 090 кв. 67, Полонне, 66860",057-61-96,borys34@example.net
Величко,Демид,Ігорович,Male,1945-07-11,Промисловець,місто Мена,"парк Івана Луценка, буд. 813, Хотин, 88437",+380 (55) 720-80-56,olifirenkohryhorii@example.net
Козаченко,Йосип,Сергійович,Male,1987-12-27,Секретар,місто Житомир,"провулок 1-ша Лінія 6-й ст. Люстдорфської дороги, буд. 9 кв. 97, Шаргород, 35732",+380 (28) 372-08-60,maryna39@example.com
Іваненко,Іван,Григорович,Male,2001-05-31,Фізик,місто Рудки,"провулок Дачна, буд. 67 кв. 65, Вуглегірськ, 28603",+380 56 993-37-35,hlibkhmara@example.org
Удовенко,Лукʼян,Євгенович,Male,2006-01-03,Патологоанатом,селище Зіньків,"узвіз Чернівецький, буд. 618, Білозерське, 30435",167-15-51,emiliia00@example.org
Алексійчук,Степан,Миколайович,Male,1954-04-05,Машиніст,хутір Лутугине,"парк Кільовий, буд. 369, Підгайці, 30481",+380 66 803-29-60,cherinkoiakiv@example.org
Левченко,Арсен,Григорович,Male,1979-10-23,Швачка,хутір Зугрес,"проспект Центральний аеропорт, буд. 85, Рожище, 94420",+380 24 477 85 15,sviatoslavahohol@example.com
Андріїшин,Георгій,Григорович,Male,1972-12-03,Євнух,хутір Баштанка,"сквер Французький, буд. 746, Сторожинець, 46248",098 060 79 35,jievtushok@example.net
Скиба,Хома,Євгенович,Male,1995-04-10,Акушер,місто Заводське,"площа Бориса Літвака, буд. 81, Міусинськ, 57608",+380 24 353-81-82,arsenshchors@example.com
Притула,Богдан,Максимович,Male,2004-08-08,Драматург,селище Ківерці,"провулок Рівності, буд. 6, Ковель, 61299",+380 07 300 40 45,svyrydenkovenedykt@example.com
Олійник,Омелян,Сергійович,Male,1981-06-29,Доцент,місто Корець,"узвіз Лінія 33-тя, буд. 9 кв. 091, Богуслав, 37234",+380 72 728 71 32,vasyl33@example.com
Мірошниченко,Семен,Романович,Male,1968-10-18,Маркетолог,селище Вінниця,"узвіз Героїв Зміїного, буд. 6 кв. 4, Хутір-Михайлівський, 43403",+380 69 797-44-27,zorianiefymenko@example.com
Лагода,Нестор,Євгенович,Male,1972-01-07,Дипломат,селище Кіцмань,"узвіз Десята, буд. 450, Сватове, 90082",+380 29 187 94 86,artymyshynrostyslav@example.net
Овсієнко,Макар,Арсенович,Male,2005-02-13,Ґрунтознавець,селище Бережани,"набережна Вапняне селище, буд. 89, Кілія, 87919",286 63 98,arkadii43@example.com
Піддубний,Петро,Миколайович,Male,1962-11-09,Професор,селище Коростень,"сквер Миколи Куліша, буд. 182 кв. 43, Ходорів, 75320",061 620-06-04,bzaporozhets@example.org
Тарасенко,Федір,Петрович,Male,1957-03-01,Живописець,хутір Городня,"провулок Іванова Ігоря, буд. 74 кв. 57, Бориспіль, 91514",+380 (02) 070-58-99,llahoda@example.org
Дрозденко,Вадим,Олегович,Male,1996-05-30,Клоун,місто Кропивницький,"узвіз Центральна, буд. 109 кв. 4, Мала Виска, 95140",+380 19 886 76 45,serhii57@example.org
Карпенко,Варфоломій,Ігорович,Male,1972-06-06,Кінолог,село Балаклія,"узвіз Проектний 5-й, буд. 5 кв. 76, Южноукраїнськ, 22134",492-88-89,shmorhunpanteleimon@example.org
Атрощенко,Пилип,Миколайович,Male,1990-11-25,Круп'є,хутір Чугуїв,"площа Бондарна, буд. 00 кв. 94, Путивль, 02888",046 399-01-13,davyd10@example.net
Артюх,Микита,Арсенович,Male,1989-11-24,Електротехнік,селище Ізяслав,"проспект Весела, буд. 1, Балта, 26573",+380 81 866 84 98,panaskolesnychenko@example.com
Шелест,Климент,Іванович,Male,1965-01-29,Адвокат,селище Ічня,"парк Лінія 22-га, буд. 9, Покров, 21899",001 792-27-67,kamilla58@example.org
Абрагамовський,Спас,Євгенович,Male,1997-08-31,Кур'єр,селище Бердичів,"вулиця Пересипський 1-й, буд. 85, Берегове, 68809",011-95-03,romanchukdan@example.org
Байрак,Руслан,Богданович,Male,1946-02-19,Зоолог,хутір Чернівці,"сквер Заводська 3-тя, буд. 254, Помічна, 04374",090 316-35-08,dankivbohuslav@example.net
Ґереґа,Трохим,Євгенович,Male,1950-03-03,Музичний редактор,хутір Нова Каховка,"шосе Архітектурна, буд. 44 кв. 8, Лозова, 69084",+380 91 449-57-02,psuprunenko@example.org
Верменич,Ростислав,Володимирович,Male,1954-11-24,Хімік,місто Городище,"проспект Левкоєва, буд. 988, Боково-Хрустальне, 84518",144-73-18,prymachenkotrokhym@example.org
Шутько,Руслан,Миколайович,Male,1974-08-03,Акушер,селище Кривий Ріг,"проспект Пересипський 2-й, буд. 771 кв. 119, Сміла, 53429",+380 85 765 14 88,andrii24@example.com
Затовканюк,Дан,Іванович,Male,2004-05-19,Ветеринар,селище Черкаси,"провулок Академіка Заболотного, буд. 1 кв. 907, Нова Одеса, 48527",+380 46 080 61 87,paliiavrelii@example.net
Михайлюк,Богдан,Романович,Male,1987-05-11,Маркетолог,село Моспине,"сквер Студентський 1-й, буд. 41, Ялта, 73660",+380 37 305-68-50,hodunoknazar@example.org
Микитюк,Тарас,Володимирович,Male,1968-09-25,Геофізик,хутір Знам'янка,"сквер Ф. Пішеніна, буд. 038, Семенівка, 04831",+380 03 897-42-33,khrystyna97@example.com
Притула,Зиновій,Миколайович,Male,1948-11-17,Мистецтвознавець,село Кадіївка,"узвіз Софіївська, буд. 4, Свалява, 71418",375-63-82,rozaliiazasiadko@example.com
